movie_title,year,combined_rating,total_popularity
satanic,2016,1.0,1
saturday night special,1976,5.4,27
"say hey, willie mays!",2022,7.5,637
sebastian,2024,6.7,1651
sector vip,2021,4.9,22
"sexo, sua única arma",1981,5.2,89
sheetalbhabi.com,2011,4.0,42
shiqqah sittah,2015,6.6,23
siam sunset,1999,10.0,1
simonal: ninguém sabe o duro que dei,2009,8.1,428
single man problems: volume one,2023,5.5,53
sinister,2012,8.0,1
sky ghosts,2011,7.6,10
sleepless,2015,7.5,95
spivs,2004,5.3,439
steal,2021,3.7,157
strange is normal: the amazing life of colin wilson,2010,6.1,22
strangers lovers killers,2010,8.3,43
stray dogs,2013,6.9,3206
summer of the eagle,2009,7.6,11
sunday light,2007,6.3,385
superman iljimae,1990,4.6,7
survival,2006,3.5,236
sénégallemand,2007,6.0,8
"tarr béla, i used to be a filmmaker",2013,7.1,245
taxandria,1994,6.4,485
telltale,2018,4.0,5
ten from your show of shows,1973,8.5,244
teri baahon mein,1984,6.0,37
terre de sang,2005,5.7,11
the 12 day tale of the monster that died in 8,2020,5.4,108
the awakening of emanuelle,2021,4.0,372
the battle of crete,1970,5.2,168
the beguiled,2017,6.0,1
the big blockade,1942,5.4,251
the child's eye,2010,4.2,956
the day before the wedding,2023,5.3,137
the day i will never forget,2002,7.5,147
the delicate delinquent,1957,6.3,1596
the diabetic,2022,6.3,9
the enchanted cottage,1945,7.5,3661
the enchantment,1989,6.1,57
the fatal ring,1917,6.7,21
the girl from maxim's,1933,6.5,12
the hospice,2014,7.6,11
the italian jobs,2017,8.0,14
"the kaiser, the beast of berlin",1918,6.5,45
the last supper or how two madmen made a film,2001,7.4,269
the legend of hallowaiian,2018,3.7,1594
the legend of the north wind,1992,6.8,76
the little one,2001,6.4,58
the man and his women,1966,5.0,27
the mannerheim line,1940,6.9,19
the norman summer,1962,6.2,8
the other side of paradise,1953,6.4,53
the playboy of the western world,1962,6.3,144
the remembering movies,2004,7.4,14
the rub,2009,6.1,11
the target shoots first,1999,7.2,223
the unbelievers,2013,6.9,6798
themroc,1973,7.0,1
thick as thieves,1990,6.4,37
thief,1981,8.0,2
tom jones,1917,8.8,19
ultimatum,2009,6.6,7
up in mabel's room,1944,6.1,207
urok literatury,1968,7.4,190
voices from the list,2004,6.0,5
war live,2000,6.7,999
wasteland,2018,5.9,75
weird tales #2: into death valley's underground,2008,6.0,9
whatever happened to miss september?,1973,6.8,53
where are you,2019,2.9,376
winged migration,2001,7.9,12521
yariyaan in action,2018,2.2,23
yolo: undercover,2023,9.0,8
zatoichi and the chess expert,1965,7.3,1665
zomboyashchik,2018,2.7,302
dekha pyar tumhara,1985,5.6,46
el chulo,1974,5.4,23
stolen kisses,2001,4.3,151
under the pavement lies the strand,1975,7.0,94
visal adare,2024,5.9,138
war room,2015,3.75,16908
'n saak van geloof,2011,5.1,29
101 dalmatians ii: patch's london adventure,2003,5.0,1
2 days in new york,2012,5.0,1
7 km da gerusalemme,2007,5.6,134
9to5: days in porn (a.k.a. 9 to 5: days in porn),2008,7.0,1
a happy divorce,1975,5.3,91
a mission for mr. dodd,1964,6.9,67
a moon for my father,2019,6.7,40
a very light groom,1972,3.2,15
abandoned,2022,3.8,4116
addiction,2008,5.9,12
after the snowmelt,2024,6.4,40
aileen: life and death of a serial killer,2003,8.0,2
air fryer slaughter,2024,6.9,376
akira kurosawa's dreams (dreams),1990,10.0,3
aleko,1953,6.3,27
alex and emma,2003,4.0,1
alibi,2008,5.6,926
alles andere zeigt die zeit,2015,7.4,21
alone across australia,2004,8.6,74
american homeboy,2023,9.3,20
american pie,1999,7.0,103
as a bad dream,2003,5.9,423
as dead as it gets,2020,9.2,18
awatef,1958,5.6,20
baba yaga: terror of the dark forest,2020,4.7,2152
babylon 5: thirdspace,1998,8.0,3
backdoor to hollywood 9,1989,6.2,138
bad guys,2000,5.5,71
baka bukas,2016,6.1,288
baptism of fire,1997,3.3,9
baumschlager,2017,4.8,99
beyond the sea,2004,4.0,1
bhai-bahen,1959,6.1,9
boniface's holiday,1965,4.0,1
bortsu ne bolno,2010,4.7,26
broken,2012,8.7,23
by the rails,2016,5.7,279
casa,2013,6.7,8
cemalim,2005,3.3,23
chacun pour toi,1993,6.3,105
champagne charlie,1936,5.9,161
chang xiangsi,1947,6.2,12
"chaser, the (chugyeogja)",2008,6.0,1
cichonga,2013,6.7,47
"collector, the (la collectionneuse)",1967,7.0,1
come closer,2020,3.6,46
confessions,2006,2.9,200
cordula,1950,5.2,32
corky romano,2001,1.0,3
crossroads,1986,8.05,18426
daniel auerbach,2023,6.8,37
dead funny,1994,4.9,327
dead ringers,1988,4.0,8
death race,2008,4.0,9
debdas,1979,8.3,47
"destroy, she said",1969,6.8,303
dial m for murder,1954,10.0,25
dickie roberts: former child star,2003,7.0,5
die austernlilli,1937,4.4,7
diego maradona,2019,7.7,18744
difficult love,2010,8.8,11
dil aur deewaar,1978,5.6,46
dinner of murderers,1989,2.9,18
dio: dreamers never die,2022,8.4,1620
dirty clothes are washed at home,2021,5.0,145
do knot disturb,2009,3.7,1345
dr. jekyll and mr. hyde,1941,8.0,4
el escuadrón de la muerte,1986,6.9,22
extraordinary star,2007,4.7,61
"eyes without a face (yeux sans visage, les)",1959,6.0,2
fallen angel: call sign - extortion 17,2021,7.1,86
fay grim,2006,5.05,5037
fire and ashes,1961,6.5,9
fire and ice,1983,3.0,2
flawless,1999,8.2,20568
fletch,1985,8.0,24
for the many: the vienna chamber of labour,2022,6.6,31
fossil,2004,7.5,25
fu*ab,2023,6.1,23
full pockets,2018,3.7,106
game over,2003,6.7,1415
gunmen of the rio grande,1964,5.5,116
guntur talkies 2,2022,5.0,7
harry potter and the deathly hallows: part 1,2010,6.0,47
harry's metaphysical day off,2013,7.0,11
harts ridge,2008,8.0,20
home fries,1998,4.0,3
hot flashes,1984,4.6,36
impact after the crash,2013,7.6,340
in berlin,2009,6.9,106
in profile and full face (movie almanac),1977,6.7,22
inchu e aghmkum gete,1959,6.5,59
insurgentes,2009,8.5,275
isto é noel rosa,1990,7.1,23
iz surucu,2022,4.7,9
jinrou gêmu: desugêmu no uneinin,2020,6.0,22
"joan of arc, opera in four acts",2015,7.4,10
"jungle book 2, the",2003,6.0,1
kaun dilan diyan jane,1985,6.4,8
kichiku dai enkai,1997,5.4,724
"kid in king arthur's court, a",1995,6.0,10
ku klux kornea,2007,8.5,14
la bolduc,2018,7.0,503
la sombra vengadora,1956,6.4,32
la tía alejandra,1980,7.0,503
"lady vanishes, the",1938,10.0,6
les sauf-conduits,1991,7.4,13
liebling der schwiegermütter,1979,7.5,8
"lonely guy, the",1984,7.0,1
luck,2022,6.4,32434
lush,2000,4.9,299
malyadaan,1971,8.6,18
man with the transplanted brain,1972,6.4,63
marrying the family,2016,7.9,13
mazhai,2005,4.8,296
mañana será otro día,1967,4.8,49
mca middle class abbayi,2017,6.1,3352
mia fora kai ena... moro,2011,5.2,686
miami vice,2006,6.05,127019
mickey,1948,6.4,146
milano: the inside story of italian fashion,2023,9.3,9
mister mayfair: the spyce of life,2021,5.9,88
"monturiol, el senyor del mar",1993,5.4,33
"mummy, the",1959,6.0,93
natascha - todesgrüße aus moskau,1977,4.4,23
neigh means yes,1991,5.7,73
news,2009,7.0,32
night terrors,2010,1.7,28
"nights of cabiria (notti di cabiria, le)",1957,8.0,7
o kyr' giorgis ekpaidevetai,1977,5.6,285
o zapomnetlivém cernoknezníkovi,1991,5.4,62
opstinsko dete,1953,6.6,45
"orphanage, the (orfanato, el)",2007,7.0,8
"oswalt kolle: deine frau, das unbekannte wesen",1969,5.2,57
pariah,2024,6.2,82
pathogen,2006,5.3,280
paul blart: mall cop 2,2015,5.0,4
peter gabriel: live in athens 1987,2013,8.3,122
pitruroon,2013,8.3,97
polissons et galipettes (deconstructed),2010,5.6,16
pollyanna,1960,1.0,5
priyut komediantov,1995,3.9,13
"proposal, the",2009,9.0,16
provision,2017,7.6,14
reflections of youth,1975,7.1,12
ride along 2,2016,3.0,3
"rio, i love you",2014,5.2,2315
royal kill,2009,2.9,816
ruin,2010,4.7,18
"rules of the game, the (la règle du jeu)",1939,6.0,3
s.a.s. san salvador,1982,3.2,249
s.e.r.p.,2013,3.3,177
scrooge,1935,6.5,2820
searching for sugar man,2012,8.0,4
seer 4,2014,4.4,19
seoul train,2004,7.6,310
sex life in a convent,1972,4.8,82
shivayogi sri puttayyajja,2016,9.1,9
sholi gia soferines,1964,6.4,299
showman,1963,6.4,62
shushan subdues evil,2019,6.3,65
"sign of four, the",1987,6.0,1
simply irresistible,1999,6.6,15280
smog wars,2018,6.8,5
soldier of the road: a portrait of peter brötzmann,2012,6.5,11
sonar harin,1959,6.6,14
spider-man 2,2004,9.0,79
steamworld,2015,6.4,22
supercop 2 (project s) (chao ji ji hua),1993,10.0,1
surfar é coisa de rico,2015,8.3,6
sweet violence,1962,4.6,221
tar-san,1999,6.0,14
tender metalheads,2023,6.7,19
the adventures of oliver twist,1987,6.6,97
the barrier,1926,7.3,27
the bottom of the bottle,1956,6.5,355
the breaking of the drought,1920,5.3,30
the cat in the hat knows a lot about space!,2017,6.3,48
the children of noisy village,1986,6.7,2578
the comeback,1930,6.6,26
the cradle of courage,1920,5.9,98
the cross of lorraine,1943,6.6,981
the dead don't hurt,2023,6.4,8327
the elephant boy 2,2004,6.7,7
the girls are alright,2023,6.6,791
the good plumber,2016,5.8,199
the human comedy,2019,3.4,59
the lady and the monster,1944,5.7,533
the magic bomb,2018,6.8,7
the maharajah of bangmor,1974,3.4,11
the man without a world,1992,6.7,25
the mirror boy,2011,4.8,156
the nutty boy 2,1998,5.1,312
the red phallus,2018,6.4,282
the rich are always with us,1932,6.2,1194
the right one,2014,6.9,28
the seduction of dr. fugazzi,2009,2.9,498
the slave circle,2018,6.9,41
the spanish dancer,2015,7.8,7
the summer of the samurai,1986,5.6,62
the virgin,1940,5.9,11
the wife of an important man,1987,7.9,1965
tie a yellow ribbon,1998,5.1,52
tinghir-jerusalem: echoes from the mellah,2013,8.1,15
tora-san's forget me not,1973,6.7,133
tremors 4: the legend begins,2004,4.0,1
trois contes de borges,2014,6.6,15
unspoken,2024,8.2,47
uros blesavi,1989,4.9,40
ustalar alemi,2018,2.5,85
uzbek qizi,2023,8.2,34
vaishali,1989,7.9,455
valerie & sid,2006,8.1,20
velvet goldmine,1998,6.0,4
"visitor, the",2007,9.0,1
watch on the rhine,1943,8.0,1
wild strawberries,1957,8.1,119721
wonderland,1997,7.2,153
woodwind,2017,7.5,39
"wrong man, the",1956,4.0,4
zahma,2023,9.0,7
zero de conduite (zero for conduct) (zéro de conduite: jeunes diables au collège),1933,8.0,1
zärtliches geheimnis,1956,5.7,46
çilgin arzular,1974,4.4,26
îlé aiyé,1989,7.1,55
sherman's march,1985,7.2,2810
"snowtown (snowtown murders, the)",2011,5.0,1
"#mayalo",2023,7.2,100
'tis the season for love,2015,3.0,1
13 tzameti,2005,9.0,1
14 days to feel better,2024,5.1,250
20 feet from stardom (twenty feet from stardom),2013,9.0,2
42,2013,8.0,1
a bridge too long,2009,9.2,10
absence blízkosti,2017,4.5,13
adorable lies,1992,5.4,48
affet allahim,1986,6.1,71
afterman 2,2005,5.4,56
ahasver,1915,5.4,14
all you need is pag-ibig,2015,6.3,70
anbessa,2019,6.6,174
angelique in black leather,1968,5.2,30
anna and the king,1999,7.0,9
architektura cssr 58-89,2024,7.7,53
as vidas de maria,2005,6.0,27
asking alexandria: live from brixton and beyond,2014,8.8,29
asterix & obelix: god save britannia (astérix et obélix: au service de sa majesté),2012,5.0,1
avargal,1977,7.3,204
baby beside me,2017,5.8,41
back to q82,2017,4.3,144
backlight,2021,5.8,25
backwards,2012,5.5,796
bad education (la mala educación),2004,8.0,8
beastly,2011,7.0,1
beat street,1984,2.0,1
before the evening prayer,2023,9.3,27
beltenebros,1991,5.7,347
bera: ek aghori,2023,8.8,38
beyond borders: john sayles in mexico,2003,7.0,31
beyond the tryline,2016,7.0,89
"black wind, white land: living with chernobyl",1993,8.4,9
blight of humanity,2018,4.3,126
blue call,2021,3.8,210
bodyguard: a new beginning,2008,4.5,339
bones,2001,6.0,3
boys don't cry,1999,6.0,39
brigadoon,1954,10.0,3
bring it on again,2004,4.0,2
bushido man,2013,5.4,419
buster's mal heart,2017,2.0,1
by the sword,1991,6.4,1781
"campaign, the",2012,6.0,9
cat in the cage,1978,3.7,232
charlots go to spain,1972,4.8,434
chemsex,2015,6.6,751
come play with me,1977,3.6,571
corn island,2014,7.5,4769
"côté coeur, côté jardin",1984,3.6,7
"damned united, the",2009,8.0,2
dangerous indiscretion,1995,4.7,279
darkling,2017,5.4,5
david bowie: out of this world,2021,5.8,111
dawn and the dead,2010,6.0,11
decadence,1999,3.1,71
die letzte heuer,1951,6.7,9
dirigido por...,2005,6.7,21
divorce,2024,5.8,740
dollar down,1925,6.0,18
don't look back,2014,5.3,425
double happiness,1994,8.0,2
dusk,2010,6.3,1083
dvoynoy kapkan,1986,6.2,129
ecocide: voices from paradise,2014,8.4,15
el infierno prometido,1992,6.4,10
eyes on the prize: hallowed ground,2021,5.9,106
f/x2 (a.k.a. f/x 2 - the deadly art of illusion),1991,4.0,5
fallen soldier,2013,7.1,42
"farewell, my queen",2012,6.2,9326
father makes good,1950,5.2,43
father's secrets,2014,2.1,16
fiddler on the roof,1971,9.0,8
follow iv,2016,7.3,7
frettin',2017,6.7,54
fury to freedom,1985,5.7,120
fórmula selvagem,2021,5.4,22
gandada kudi,2019,7.7,10
ghosts on the loose,1943,5.0,1643
ghuddi,1980,8.2,261
glade nymfer,1978,7.4,8
glory hole,2024,6.8,29
glukhar v kino,2010,5.3,237
good enough parents,2021,7.0,25
"good girl, the",2002,8.0,12
"great beauty, the (grande bellezza, la)",2013,10.0,3
halloween h20: 20 years later (halloween 7: the revenge of laurie strode),1998,7.0,3
happy accidents,2000,8.0,4
harlan county u.s.a.,1976,10.0,1
"hassan, terrorist",1968,7.9,88
heaven,2002,7.0,2
heaven can wait,1943,7.3,12823
hit the deck,1929,6.6,30
horror story,1972,3.7,35
hunting elephants,2013,10.0,1
idiot box,2010,4.4,44
ikona,2016,7.1,23
ilektra,1962,6.4,12
infinite lives: the road to e3,2010,7.4,12
interrabang,1969,5.7,276
irumbukkottai murattu singam,2010,5.8,433
is anybody there?,2008,6.6,5075
it happened one night,1934,6.0,14
jak se mori revizori,2018,1.1,25
judicial pero honrado,1991,7.3,12
kan refiji,2014,7.0,79
kumite,2000,5.1,44
la vida en rosa,1988,8.3,10
le roi bis,1932,4.7,23
leonard part 6,1987,2.0,2
lie down with dogs,1995,4.8,666
life on the border,2015,7.0,52
long hu dou jin gang,1971,6.3,8
los hijos de la calle,1951,6.4,23
love film festival,2014,6.1,95
love is not enough,1979,5.0,9
"love reborn: comics, music & stories of the past",2018,7.0,7
lumme,2024,7.6,32
m,2017,6.5,503
madina,2023,6.8,10
magtanggol,2016,7.1,10
"mandela, my dad and me",2015,6.9,49
menggapai matahari,1986,6.4,9
mening akam boydoq,2011,7.0,13
mike tyson: fists of iron,2020,5.0,17
mission paisa,2009,8.6,49
monsters.,2019,6.2,666
more american graffiti,1979,5.7,5268
mukha,2008,6.4,144
mukkam post devach ghar,2025,9.1,334
murali krishnudu,2008,8.6,254
my one time joy,2002,6.8,11
myths of my childhood,2005,6.6,62
méxico norte,1979,6.9,21
na primavera da vida,1926,5.2,13
nafaka,2006,6.8,790
nandi 2022,2022,7.8,8
needle through brick,2009,8.3,32
nell gwynne,1911,3.7,26
nenasytnye,2006,3.3,52
nicky's family,2011,8.0,639
night creatures,1962,6.6,3888
nightshade,2022,4.0,353
no ritmo da fé,2023,6.5,78
not a word to morgenstein,1963,7.0,11
odd pod: the movie... kinda,2021,6.0,71
old men: robbers,1971,8.0,1
olsenbanden gir seg aldri!,1981,6.3,899
open your eyes,1919,6.6,26
operation jujupi,2021,7.8,22
paper boats,2019,8.2,14
parents for christmas,2024,4.7,46
"perfect murder, a",1998,4.0,16
pet sematary,1989,2.0,10
pirate's blood,2008,4.9,68
popat,2013,7.2,65
prejudice,2015,8.5,18
public thing,2022,7.8,30
qiu lian,1979,5.9,17
queen bee,1986,2.7,8
rectuma,2003,4.4,337
rifftrax: oblivion 2 - backlash,2018,6.6,19
rollercoaster,1977,4.0,2
rooney,2022,6.8,2700
rosewood,1997,8.0,3
rurouni kenshin part ii: kyoto inferno,2014,7.5,19121
"rylan: homophobia, football & me",2024,5.5,24
sarpanch babu,1999,7.7,20
second life,2024,6.8,45
secrets of a soul (geheimnisse einer seele),1926,9.0,1
seeking haven for mr. rambo,2024,8.3,635
sex.violence.familyvalues.,2013,5.9,96
shah bob,2015,6.6,20
shanabo in the trap,1968,6.6,176
sharkwater,2006,8.0,1
sliding doors,1998,7.0,25
small country: an african childhood,2020,6.6,908
society hour zero,1966,6.9,309
some like it veiled,2017,6.1,1001
"sorry, you can't get through!",2005,6.1,141
speaking tree,2007,9.1,42
stalin thought of you,2009,7.9,16
stanitsa dalnaya,1939,6.0,29
stone cold jane austen,2015,8.0,20
strange masquerade,1976,7.2,90
streaker,2007,8.7,19
streamers,1983,6.5,2191
stuffings,2021,3.6,128
suffragette,2015,5.0,1
supercroc,2007,2.0,1257
swedish erotica 70,1985,6.8,8
terminator 2: judgment day,1991,6.0,224
thadam,2019,8.1,9364
the accidental prime minister,2019,6.0,8365
the blood of wolves ii,2021,6.7,867
the challenger,2015,5.5,1484
the cyclists,1970,5.9,58
the doll 3,2022,4.8,316
the drop,2014,4.0,3
the emerald forest,1985,6.9,11553
the falcon,1950,7.1,23
the friends of eddie coyle,1973,7.4,12833
the impossible place,2011,4.6,10
"the irving klaw classics, volume 1: the bettie page films",2006,7.0,6
the last exorcist,2020,2.7,1133
the last five years,2020,7.2,28
the last midnight chapter 3: wendingo,2019,3.8,7
the marvelous visit,1974,5.5,134
the men's room,1990,6.6,6
the midnight graduate,1970,6.2,44
the nines,2007,6.2,35002
the potboiler,2017,2.1,436
the ranger and the lady,1940,5.9,151
the return of wildfire,1948,5.8,29
the road taken,2003,6.9,64
the scrappin' kid,1926,4.4,25
the script: beyond the reality,2011,8.5,9
the secret life of walter mitty,2013,7.3,353522
the thin red line,1998,7.6,205579
the trials of cate mccall,2013,6.2,7329
the true-born son,1951,5.8,17
the unburied man,2004,6.4,417
the woman with the knife,1969,6.2,268
the world is mine,2015,6.2,1024
the wounded man,1983,6.6,1396
this ain't no mouse music,2013,7.5,109
three dolls from hong kong,1959,5.6,7
time off,2005,6.7,214
to save a soldier,1969,8.0,10
tomorrow,2015,8.8,20
top model,1988,4.4,711
touch,2005,6.4,769
trainwreck,2015,5.0,10
unclaimed,2012,5.8,31
under suspicion,2000,6.0,2
under the starry sky,2013,6.6,95
unknown things,2007,8.0,23
up at lou's fish,2007,8.3,10
"uritorco, en la cumbre solo te espera el miedo",2010,6.7,10
"vampiri, talasami",1992,7.8,67
vela,2023,8.0,59
visit to a small planet,1960,5.9,1518
viva san isidro,1995,5.9,72
wall street,1987,8.0,20
we are not angels,1992,8.3,9806
who's next,2018,5.9,31
wild hogs,2007,4.0,5
windfall in athens,1954,7.4,699
wognum,2018,8.4,84
you'll never find me,2023,5.8,7978
za ma,1978,5.9,51
ô madiana,1979,5.8,8
cosmic scrat-tastrophe,2015,10.0,1
the attack,2012,7.1,4655
the only way to spy,1978,3.2,18
12 angry men,1997,10.0,58
a cloud so high,2022,4.3,33
a common sequence,2023,5.9,25
a harp for my beloved,2008,5.3,10
a liberal passion,2013,5.1,677
a night like this,1932,7.9,14
a summer in the cage,2007,7.3,89
a time for heaven,2017,6.7,291
a treasure in the snow,2002,8.0,10
aadu - oru bheegara jeevi aanu 2,2017,7.1,2423
after work,2023,6.9,474
akmenainais cels,1983,7.0,24
albéniz,1947,5.8,25
ameer got his gun,2011,7.4,12
arme sau - das geschäft mit dem erbgut,2006,9.1,9
arms and the man,1932,6.9,16
ascension: i am not my mother,2015,8.0,18
avpr: aliens vs. predator - requiem,2007,6.0,6
azul como el cielo,2016,6.4,5
badrun & loundri,2023,7.0,7
beautiful,2006,5.0,13
belali torun,1962,5.5,53
blacks & ufos,2023,4.4,31
blind,2019,3.5,1498
blood tulips,2019,8.9,25
bloodsport iii,1996,3.0,1
blue crush,2002,7.0,8
bobby jasoos,2014,5.5,2473
brother and sister,2016,5.5,278
byvayet i tak,1966,5.1,14
"cabin in the woods, the",2012,4.0,22
cairo,1942,6.1,545
"calcium kid, the",2004,10.0,1
can go through skin,2009,6.9,655
career girls,1997,8.0,3
carson city raiders,1948,7.3,59
central station (central do brasil),1998,10.0,6
chitty chitty bang bang,1968,6.0,11
cleopatra era cándida,1964,5.4,21
co-incidence,2002,6.4,9
"cofralandes: chilean rhapsody, part one",2002,7.3,59
confessions of a call girl,1998,4.3,152
congo calling,2019,7.7,31
cru,2013,6.7,35
cruisin 86th st.,2016,6.7,14
dark zone thirteen part 2,2021,3.7,8
darkness has covered my light,2018,7.5,58
de man met de hond,1998,7.1,68
deadman apocalypse,2016,2.2,283
death wish 4: the crackdown,1987,2.0,1
delirium,2023,5.9,93
delusions of guinevere,2014,7.3,51
